state,actions...
0,-0.748685759465535,0.20670326799592953,-0.33958984619012456,-0.44984728865165,0.23736462952031934,0.5435604237419005
1,3.0478557733652116,3.0257526533252563,3.0577495803721844,-1997.4663166452528,3.0171282845128644,3.017133944615781
2,5.135848263292565,5.112368234869865,5.16238012173183,5.025288814542209,5.167417233479247,4.908957489216213
3,5.990883969559235,6.032817195939366,5.998565711750679,6.022597411942403,5.947526570159194,6.059706563308797
4,4.1293594638405375,4.114166711809002,4.121544854910961,4.12348994989387,4.129364824885901,4.1227681728866985
5,3.306006994474418,3.315553023939642,3.3200801188258535,3.3109442745208155,3.3175387207944276,3.316422921479661
6,2.8195746698611748,2.815022280821271,2.8176210091651326,2.8192380011952807,2.814125401474554,2.8114215984448037
7,3.764715861985501,3.8112812492719335,3.8003596867943936,3.801808184437053,3.82776665721813,3.7584810252735332
8,3.8297061081547614,3.070152447613979,3.13102682865349,3.4004130282845337,3.1750990477045553,3.405543001329376
9,2.325038469188848,2.3999832729463235,2.5264415402081557,2.3763901884619725,2.3722286672137605,2.3956509045541132
10,2.3409619688181262,2.2498619982392936,2.2498553461113087,2.2505338722317947,2.2497249704626174,2.249787625531892
