State,Action_0,Action_1,Action_2
42,-0.08355442864559781,0.5755172390477581,419.15700889104426
43,1190.917237460793,1005.8851557666782,985.7500262215993
44,-0.8502021757835081,0.362078213835759,-0.4823551458957833
45,0.7499173104507948,-0.755134367965024,0.45833520591235377
46,1217.4532061214406,1328.252351437877,1144.0606912937044
47,-0.5749445065512684,-0.9143948690904691,0.7591163189084984
48,0.08572981544144676,-0.5864191859019647,0.9149062576451505
49,1155.1427317481186,1342.9842674661418,1039.845077545898
50,0.7124672221469004,0.23164264343459395,0.6399151540211732
51,0.37602333659681997,0.48355134314375725,0.902538284219691
52,944.6455538756512,-0.8480078907724606,141.72681591850767
53,44.98401386630017,58.43614878878033,1144.5815392125492
54,1090.8069337182267,103.50805856585275,20.018534889133093
55,-0.9648857212259874,-0.14188109143280436,-0.13585870780596387
56,0.8289883143876113,0.310439500088731,-0.47647570063099365
57,1132.191668828973,72.9095337980078,70.54181536964288
58,1051.83990680301,64.03996611957103,45.508180699589
59,0.6387971988589216,0.17046744334921526,0.46550343300899955
60,-0.8972429618359861,-0.9648219185970772,-0.5833623896224155
61,1158.3849416785915,305.2715979247204,69.41029443696755
62,0.3727525767991573,-0.014501268717164839,0.92747861642794
63,0.7536741428210494,-0.957911609872953,-0.8634440688637051
64,1249.3460545859584,366.867486000259,99.89352236588739
65,-0.6375045787023463,-0.4317040762036184,0.5733689825381729
66,-0.010655456008836772,0.43757255812988816,-0.7734324851372756
67,913.6147447778201,68.05943002264662,2.7977523888473357
68,-0.39536034783638874,-0.6089261947675848,-0.6529527260065324
69,-0.16848440004871224,-0.9399505001914823,-0.4118995094824631
70,222.9455239335361,14.42536377723643,11.654608467263444
71,0.414563311324299,0.978265111933035,-0.030852396321064512
72,170.1934441474031,0.15813022340309812,-1.3949360931078605
73,0.07314272216550188,0.7510090585796236,0.9415691925879668
74,-0.830952197292715,0.9338744045931562,-0.16686197730745045
75,320.2313846953986,-0.4577614149712079,-0.7193580111657281
76,-0.2784401564967558,-0.660908817732512,0.4922131866751258
77,-0.7667063958653959,0.24005652512532794,-0.32131969946316263
78,2.5225379537244903,0.4541675078750289,0.34247410462734273
79,173.55705639169773,5.175793869814946,0.8784564607649191
80,0.8812033062871472,0.7665265126434366,0.5246530192068857
81,0.13240393095893066,0.13683165951809628,0.4006101153577317
82,397.94011988652386,16.84484694814632,0.4082951826324632
83,0.24596909223191998,0.6202915656234238,0.07060924052509132
84,0.707393102121157,-0.08056118205391005,-0.36042132003101024
85,14.542365245114471,-0.5424314833893855,-0.7058358156820308
86,0.37720363937045276,-0.3669732566349415,0.23438941812319225
87,0.5042909164918334,-0.039192571499639284,0.1689966549933315
88,7.090638117946887,-0.6182582112643729,0.13675768431585156
89,0.8588020878762888,-0.8000041140440979,-0.6338455393332447
90,-0.6634018682930545,-1.1596000482115167,-0.7195939726101479
91,0.22788590746371118,-0.6757113725247181,0.7447303312548221
92,-0.09019687648489505,0.30531639934255383,-0.9452096140080268
93,19.66145414017814,-1.2005075411493134,-0.8132391240299622
94,-0.7097598590052308,0.8904301249895938,0.8815976414785813
95,-0.18835443630926507,-0.9327604289613136,0.1311978901757349
96,4.776787455928953,-1.106242450182251,-0.9476090638375714
97,4.8309601386841345,7.44136713684018,3.457789612700569
98,0.5824792894460145,-0.774813300094165,0.8598936206271426
99,0.3878111771855315,-0.4359241439437316,-0.6557321813349783
100,1.809954351222622,-0.24258125098302386,-0.13451468147411583
101,0.9230969336901507,-0.40778963721956196,-0.36078279836330984
102,-0.08508368226003005,0.40255145720071184,-0.789981399216457
103,0.0033708719866856196,-0.9049958085662284,-0.592437612142648
104,0.6237733317830016,-0.3343740731129037,0.8073705657297678
105,-0.8267666485362073,0.7344518227573875,-0.5848941092733311
106,0.42204194909462345,-0.879578938466546,0.08073376604010196
107,0.09262455318097484,0.3564173597520446,-0.3205282693841687
