State,Action_0,Action_1,Action_2
0,34.51163507914164,4.89126246972416,327.3077047567975
1,12.017008310956893,1.0239805610982498,615.8335538589391
2,39.54732940449968,1076.2245897269752,279.9668518376484
3,-0.5234409433117511,0.7116334481074287,-0.5031232585360634
4,45.324073511076804,50.299387221025086,721.579559491302
5,-0.1678506814448122,0.7841668996063647,0.2506059016301798
6,-0.8440515729796898,-0.8572398396507348,-0.5249547861760928
7,61.64043627167252,91.34872656318024,463.2896491980571
8,15.082133194647344,-7.786917676630899,279.3518264786116
9,0.4141277635691196,0.23679294048782085,-0.35618227115801715
10,13.896536514422923,-0.06644862178700839,0.27289037375133995
11,110.06271867148823,181.84890957817572,1164.310168621908
12,0.8399145173593923,-0.8578075269838685,0.4480460567227602
13,0.7785431107789795,-0.7172221024927714,-0.16846376462482526
14,-0.4933256719954442,-0.9620011605883501,0.19308469948086038
15,0.7877483368289433,0.65334291671027,-0.502807532139105
16,-0.3141793234335899,0.9101989196218192,0.6863030277594793
17,0.010748084362014465,0.8483474590117033,-0.07090480949413003
18,236.39425229534703,262.2057429007467,1191.2293112061725
19,69.8631748232984,-0.6370119501107288,461.6369587387487
20,-0.3166462702124879,0.8446054881139875,0.6902718085320045
21,15.770611456411162,66.31472636384805,833.4759466854598
22,386.58982983619865,571.2716986608268,1199.9122022089264
23,-0.550247329556784,-0.029126660465438325,-0.32940940298458776
24,-0.1868038481982317,0.832525796412442,-0.8998423473365091
25,251.82696019244838,592.9002153610925,1236.301827221717
26,-0.14695664792246999,0.015156485239724127,-0.05544753289094362
27,0.9724198508839044,-0.9764490729829369,0.48821153974450127
28,394.1378156684176,790.4180901838331,1290.7031009004568
29,-0.6968577794697481,-0.03763709682068739,-0.19202941775482785
30,-0.7378629008030346,-0.6571423262335245,0.3918809451756726
31,198.08976060079937,1118.9211269203183,211.37044880910287
32,43.04242123416303,88.29773984385581,1108.226834577372
33,-0.7666737839585347,-0.5726283980666533,0.12481973979595895
34,-0.6798558669586265,-0.9217754205409145,104.35422463761982
35,13.188450410673692,109.45964920044347,1242.5104448609586
36,1190.1497818952696,337.23716116666236,164.78554105786318
37,0.9041154232040849,-0.5847533549928818,-0.6082630250234913
38,-0.9868415744927574,0.430620208043496,0.28040011155124867
39,1200.010967785216,209.0405293538093,342.6376979471667
40,1226.0809257075925,639.5615419001946,510.95596201202505
41,0.7058121264452473,0.6754527489957136,-0.39859082274670676
